video_id,action,start,end,high_level_step_id,high_level_step_label,assignment_method,recipe_id
P05-20240425-082420,take(glass),97.42,98.42,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
P05-20240425-082420,drink(water),98.52,104.02,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
P05-20240425-082420,put(glass),104.12,106.06,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,take(package),110.02,113.66,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,move(package),113.66,115.92,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,take(plate),118.25,121.95,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,take(plate),122.04,123.8,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,put(plate),123.22,124.19,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,put(plate),124.12,125.56,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,take(banana),125.39,128.65,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,put(banana),128.69,130.44,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,open(drawer),131.29,132.64,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,take(knife),132.51,133.78,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,close(cupboard),133.84,134.59,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,screw(banana),134.69,138.94,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,cut(rest),135.62,137.95,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,flip(banana),137.85,144.52,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,pull(banana),144.36,145.55,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,peel(skin),146.2,147.91,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,put(banana),148.1,148.7,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,take(skin),148.8,150.0,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,take(skin),151.51,152.42000000000002,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,move(skin),152.85,156.81,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,put(banana),156.7,157.1,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,put(lid),157.12,157.7,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,take(banana),161.14,162.25,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,take(banana),162.18,163.39,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,open(bin),163.09,164.3,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,throw(banana),164.31,164.73,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,cut(banana),164.82999999999998,176.11,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-082420,put(knife),176.06,179.56,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,turn-on(tap),187.35,188.65,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,wash(hand),188.72,190.63,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,turn-off(tap),190.66,191.86,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,shake(water),191.85,192.72,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,dry(hand),192.75,195.34,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,take(bottle),195.22,196.25,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,take(lid),196.22,197.26,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,shake(bottle),197.36,199.35,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,put(bottle),199.35,200.5,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,take(cup),200.47,201.5,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,put(cup),201.45,203.29,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,take(glass),203.39,204.35,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,move(glass),204.34,206.04,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,take(heat),205.85,207.05,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,shake(water),206.76,208.18,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,take(lid),209.77,210.7,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,screw(lid),210.76,213.61,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-082420,put(heat),213.6,215.71,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,take(bottle),215.81,217.05,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,shake(water),217.13,218.96,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,put(bottle),218.24,222.02,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,take(cutlery),221.96,224.88,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,open(drawer),224.93,226.64,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,put(knife),226.55,227.59,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,take(cutlery),227.6,230.23,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,put(spoon),230.97,231.92,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,put(fork),232.02,233.02,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,take(cutlery),233.12,234.94,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,put(spoon),235.04,236.17,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,put(fork),236.25,237.16,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,take(cutlery),237.26,239.28,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,put(fork),239.38,240.87,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,put(spoon),240.95,241.63,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,put(spoon),241.65,243.46,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,take(cutlery),244.41,245.34,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,put(spoon),245.87,246.43,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,pull(drawer),246.4,247.25,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,take(spoon),247.18,249.12,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-082420,close(drawer),249.22,250.59,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,move(teapot),250.96,252.46,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,open(cupboard),252.06,253.04,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,take(oatmeal),253.93,255.23,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,put(oatmeal),255.33,256.02,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,mix(oatmeal),256.12,258.86,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,shake(liquid),258.85,259.98,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,take(oatmeal),260.08,260.73,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,put(oatmeal),260.83,261.63,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,close(cupboard),262.28,263.43,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,press(button),263.39,264.63,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,put(spoon),264.5,267.03,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,open(cupboard),294.6,295.84000000000003,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,take(oatmeal),295.83,298.54,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,put(oatmeal),299.0,300.75,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-082420,close(cupboard),301.0,302.41,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-083515,close(cupboard),4.58,5.48,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-083515,take(spoon),6.8,7.56,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-083515,mix(oatmeal),7.66,14.33,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,shake(oatmeal),14.4,16.22,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,eat(spoon),16.32,17.61,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,put(spoon),17.59,18.5,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,take(bowl),18.59,19.66,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,open(cupboard),20.5,21.5,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,put(oatmeal),21.6,23.36,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,close(cupboard),23.36,23.97,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,press(button),24.04,24.76,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,take(glass),28.53,28.73,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,turn-on(tap),30.77,33.0,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,turn-off(tap),32.81,34.3,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,drink(glass),34.84,41.86,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,move(glass),42.38,42.94,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,put(water),42.86,43.45,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,move(glass),43.55,44.23,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,put(glass),46.79,47.45,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,check(microwave),53.15,77.59,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,open(cupboard),77.12,78.68,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,finish(cupboard),78.61,79.3,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,take(oatmeal),79.23,82.92,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,put(oatmeal),82.5,87.24,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,take(spoon),87.2,88.08,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,mix(oatmeal),88.11,94.93,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,shake(oatmeal),94.97,98.68,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",overlap,P05_R02
P05-20240425-083515,eat(spoon),98.67,100.49,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-083515,put(spoon),100.55,102.29,P05_R02_S02,"Leave for a few minutes, stir, then microwave for a further minute.",nearest,P05_R02
P05-20240425-083515,turn-on(scale),123.54,125.39,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-083515,take(plate),124.62,126.59,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",nearest,P05_R02
P05-20240425-083515,take(spoon),127.21,127.91,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,scrape(banana),127.79,133.46,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,put(plate),133.56,135.35,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,turn-off(scale),135.45,136.49,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,move(knife),136.52,137.03,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,take(package),137.69,138.31,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,turn-on(scale),139.17000000000002,140.11,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,pour(raisin),140.14,147.57,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,put(raisin),148.61,153.13,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,take(nut),153.63,155.16,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,set(scale),155.26,156.9,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,pour(nut),157.0,167.64,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,put(nut),169.28,172.15,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,turn-off(scale),173.71,175.1,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,take(bowl),175.2,176.28,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,put(bowl),176.38,177.05,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,take(scale),177.15,177.98,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,open(drawer),179.7,181.0,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,put(scale),181.1,182.34,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,close(drawer),181.94,182.63,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,close(cupboard),185.6,186.85,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,finish(alarm),187.21,188.09,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,take(knife),189.11,189.54,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,put(knife),190.4,190.91,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,take(spoon),191.59,192.56,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,take(bowl),192.57,193.61,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,put(bowl),193.59,194.15,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,put(spoon),194.22,195.05,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240425-083515,take(plate),194.95,195.9,P05_R02_S03,"Add chopped banana, and the raisins and pecan nuts.",overlap,P05_R02
P05-20240426-085333,close(cupboard),1.98,4.4,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
P05-20240426-085333,take(chair),3.75,5.27,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
P05-20240426-085333,put(chair),5.37,6.48,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
P05-20240426-085333,screw(chair),6.53,7.54,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
P05-20240426-085333,crush(dough),7.55,8.69,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
P05-20240426-085333,take(bowl),11.38,12.85,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
P05-20240426-085333,put(bowl),12.8,14.32,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,open(drawer),16.03,17.71,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,take(scale),17.17,20.01,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,close(drawer),19.77,21.36,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,turn-on(scale),24.13,24.85,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,take(bowl),24.95,25.53,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,put(scale),25.46,26.58,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,put(bowl),26.63,29.35,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,turn-off(scale),28.36,30.94,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,turn-on(scale),30.9,32.16,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,take(oatmeal),32.22,35.05,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,move(oatmeal),35.05,36.03,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,take(package),36.03,37.12,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,put(raisin),37.19,37.84,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,pour(oatmeal),41.46,51.43,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,put(oatmeal),53.43,54.82,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,open(cupboard),55.32,56.05,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,take(milk),56.37,58.04,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,close(cupboard),58.68,59.35,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,unscrew(top),59.42,60.8,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,pour(milk),60.99,69.84,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,screw(lid),70.23,71.71000000000001,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,open(cupboard),71.76,72.53999999999999,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,put(milk),72.55,73.55,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,close(cupboard),73.49,74.21000000000001,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,take(glass),74.31,76.05,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,move(glass),76.15,76.51,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,turn-on(tap),76.58,78.24,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,turn-off(tap),78.34,79.8,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,pour(water),81.05,84.69,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,put(glass),84.72,85.91,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,take(bowl),85.97,87.16,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,move(oatmeal),87.26,88.82,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,move(glass),88.92,90.28,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,open(cupboard),90.48,91.24,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,move(oatmeal),91.21,92.03,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,open(cupboard),92.1,92.96,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,put(oatmeal),93.06,94.57,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,close(cupboard),94.67,95.46,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,press(button),95.56,97.78,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,overlap,P05_R02
P05-20240426-085333,open(cupboard),100.23,101.27,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
P05-20240426-085333,open(drawer),104.8,106.05,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
P05-20240426-085333,take(cutlery),106.79,110.47,P05_R02_S01,Put the oats in a bowl with the milk and 300ml/10 1/2 fl oz water. Microwave until hot.,nearest,P05_R02
