video_id,participant,deviation_type,severity,detail,action
P05-20240426-085333,P05,rare_transition,low,crush(dough) → take(bowl) seen in only 14% of sessions,crush(dough) → take(bowl)
P05-20240426-085333,P05,rare_transition,low,close(drawer) → turn-on(scale) seen in only 14% of sessions,close(drawer) → turn-on(scale)
P05-20240426-085333,P05,rare_transition,low,turn-on(scale) → take(bowl) seen in only 14% of sessions,turn-on(scale) → take(bowl)
P05-20240426-085333,P05,rare_transition,low,take(bowl) → put(scale) seen in only 14% of sessions,take(bowl) → put(scale)
P05-20240426-085333,P05,rare_transition,low,put(scale) → put(bowl) seen in only 14% of sessions,put(scale) → put(bowl)
P05-20240426-085333,P05,rare_transition,low,put(bowl) → turn-off(scale) seen in only 14% of sessions,put(bowl) → turn-off(scale)
P05-20240426-085333,P05,rare_transition,low,turn-off(scale) → turn-on(scale) seen in only 14% of sessions,turn-off(scale) → turn-on(scale)
P05-20240426-085333,P05,rare_transition,low,take(oatmeal) → move(oatmeal) seen in only 14% of sessions,take(oatmeal) → move(oatmeal)
P05-20240426-085333,P05,rare_transition,low,take(package) → put(raisin) seen in only 14% of sessions,take(package) → put(raisin)
P05-20240426-085333,P05,rare_transition,low,put(raisin) → pour(oatmeal) seen in only 14% of sessions,put(raisin) → pour(oatmeal)
P05-20240426-085333,P05,rare_transition,low,pour(oatmeal) → put(oatmeal) seen in only 14% of sessions,pour(oatmeal) → put(oatmeal)
P05-20240426-085333,P05,rare_transition,low,put(oatmeal) → open(cupboard) seen in only 14% of sessions,put(oatmeal) → open(cupboard)
P05-20240426-085333,P05,rare_transition,low,open(cupboard) → take(milk) seen in only 14% of sessions,open(cupboard) → take(milk)
P05-20240426-085333,P05,rare_transition,low,take(milk) → close(cupboard) seen in only 14% of sessions,take(milk) → close(cupboard)
P05-20240426-085333,P05,rare_transition,low,close(cupboard) → unscrew(top) seen in only 14% of sessions,close(cupboard) → unscrew(top)
P05-20240426-085333,P05,rare_transition,low,open(cupboard) → put(milk) seen in only 14% of sessions,open(cupboard) → put(milk)
P05-20240426-085333,P05,rare_transition,low,put(milk) → close(cupboard) seen in only 14% of sessions,put(milk) → close(cupboard)
P05-20240426-085333,P05,rare_transition,low,close(cupboard) → take(glass) seen in only 14% of sessions,close(cupboard) → take(glass)
P05-20240426-085333,P05,rare_transition,low,move(glass) → turn-on(tap) seen in only 14% of sessions,move(glass) → turn-on(tap)
P05-20240426-085333,P05,rare_transition,low,put(glass) → take(bowl) seen in only 14% of sessions,put(glass) → take(bowl)
P05-20240426-085333,P05,rare_transition,low,take(bowl) → move(oatmeal) seen in only 14% of sessions,take(bowl) → move(oatmeal)
P05-20240426-085333,P05,rare_transition,low,move(oatmeal) → move(glass) seen in only 14% of sessions,move(oatmeal) → move(glass)
P05-20240426-085333,P05,rare_transition,low,move(glass) → open(cupboard) seen in only 14% of sessions,move(glass) → open(cupboard)
P05-20240426-085333,P05,rare_transition,low,open(cupboard) → move(oatmeal) seen in only 14% of sessions,open(cupboard) → move(oatmeal)
P05-20240426-085333,P05,rare_transition,low,move(oatmeal) → open(cupboard) seen in only 14% of sessions,move(oatmeal) → open(cupboard)
P05-20240426-085333,P05,rare_transition,low,press(button) → open(cupboard) seen in only 14% of sessions,press(button) → open(cupboard)
P05-20240426-085333,P05,rare_transition,low,open(cupboard) → open(drawer) seen in only 14% of sessions,open(cupboard) → open(drawer)
P05-20240426-085333,P05,rare_transition,low,open(drawer) → take(cutlery) seen in only 14% of sessions,open(drawer) → take(cutlery)
P05-20240426-085333,P05,rare_transition,low,take(cutlery) → put(cutlery) seen in only 14% of sessions,take(cutlery) → put(cutlery)
P05-20240426-085333,P05,rare_transition,low,put(cutlery) → close(drawer) seen in only 14% of sessions,put(cutlery) → close(drawer)
P05-20240426-085333,P05,rare_transition,low,close(drawer) → put(ladle) seen in only 14% of sessions,close(drawer) → put(ladle)
P05-20240426-085333,P05,rare_transition,low,put(ladle) → take(bowl) seen in only 14% of sessions,put(ladle) → take(bowl)
P05-20240426-085333,P05,rare_transition,low,take(bowl) → close(drawer) seen in only 14% of sessions,take(bowl) → close(drawer)
P05-20240426-085333,P05,rare_transition,low,close(drawer) → open(drawer) seen in only 14% of sessions,close(drawer) → open(drawer)
P05-20240426-085333,P05,rare_transition,low,open(drawer) → put(bowl) seen in only 14% of sessions,open(drawer) → put(bowl)
P05-20240426-085333,P05,rare_transition,low,put(bowl) → take(bowl) seen in only 14% of sessions,put(bowl) → take(bowl)
P05-20240426-085333,P05,rare_transition,low,take(bowl) → move(bowl) seen in only 14% of sessions,take(bowl) → move(bowl)
P05-20240426-085333,P05,rare_transition,low,move(bowl) → open(bin) seen in only 14% of sessions,move(bowl) → open(bin)
P05-20240426-085333,P05,rare_transition,low,open(bin) → throw(rubbish) seen in only 14% of sessions,open(bin) → throw(rubbish)
P05-20240426-085333,P05,rare_transition,low,throw(rubbish) → take(rubbish) seen in only 14% of sessions,throw(rubbish) → take(rubbish)
P05-20240426-085333,P05,rare_transition,low,take(rubbish) → open(bin) seen in only 14% of sessions,take(rubbish) → open(bin)
P05-20240426-085333,P05,rare_transition,low,open(bin) → throw(rubbish) seen in only 14% of sessions,open(bin) → throw(rubbish)
P05-20240426-085333,P05,rare_transition,low,throw(rubbish) → open(drawer) seen in only 14% of sessions,throw(rubbish) → open(drawer)
P05-20240426-085333,P05,rare_transition,low,open(drawer) → put(bowl) seen in only 14% of sessions,open(drawer) → put(bowl)
P05-20240426-085333,P05,rare_transition,low,put(bowl) → take(cutlery) seen in only 14% of sessions,put(bowl) → take(cutlery)
P05-20240426-085333,P05,rare_transition,low,open(drawer) → put(cutlery) seen in only 14% of sessions,open(drawer) → put(cutlery)
P05-20240426-085333,P05,rare_transition,low,put(cutlery) → take(glass) seen in only 14% of sessions,put(cutlery) → take(glass)
P05-20240426-085333,P05,rare_transition,low,take(glass) → close(drawer) seen in only 14% of sessions,take(glass) → close(drawer)
P05-20240426-085333,P05,rare_transition,low,close(drawer) → open(drawer) seen in only 14% of sessions,close(drawer) → open(drawer)
P05-20240426-085333,P05,rare_transition,low,open(drawer) → put(glass) seen in only 14% of sessions,open(drawer) → put(glass)
P05-20240426-085333,P05,rare_transition,low,take(plate) → close(drawer) seen in only 14% of sessions,take(plate) → close(drawer)
P05-20240426-085333,P05,rare_transition,low,close(drawer) → move(plate) seen in only 14% of sessions,close(drawer) → move(plate)
P05-20240426-085333,P05,rare_transition,low,move(plate) → turn-off(scale) seen in only 14% of sessions,move(plate) → turn-off(scale)
P05-20240426-085333,P05,rare_transition,low,turn-off(scale) → take(package) seen in only 14% of sessions,turn-off(scale) → take(package)
P05-20240426-085333,P05,rare_transition,low,move(package) → take(lid) seen in only 14% of sessions,move(package) → take(lid)
P05-20240426-085333,P05,rare_transition,low,put(lid) → wrap(clothes) seen in only 14% of sessions,put(lid) → wrap(clothes)
P05-20240426-085333,P05,rare_transition,low,wrap(clothes) → take(bowl) seen in only 14% of sessions,wrap(clothes) → take(bowl)
P05-20240426-085333,P05,rare_transition,low,take(bowl) → close(drawer) seen in only 14% of sessions,take(bowl) → close(drawer)
P05-20240426-085333,P05,rare_transition,low,close(drawer) → put(bowl) seen in only 14% of sessions,close(drawer) → put(bowl)
P05-20240426-085333,P05,rare_transition,low,put(bowl) → take(package) seen in only 14% of sessions,put(bowl) → take(package)
P05-20240426-085333,P05,rare_transition,low,take(package) → put(bowl) seen in only 14% of sessions,take(package) → put(bowl)
P05-20240426-085333,P05,rare_transition,low,put(bowl) → take(lid) seen in only 14% of sessions,put(bowl) → take(lid)
P05-20240426-085333,P05,rare_transition,low,put(lid) → take(board:chopping) seen in only 14% of sessions,put(lid) → take(board:chopping)
P05-20240426-085333,P05,rare_transition,low,take(board:chopping) → move(board:chopping) seen in only 14% of sessions,take(board:chopping) → move(board:chopping)
P05-20240426-085333,P05,rare_transition,low,move(board:chopping) → move(hand) seen in only 14% of sessions,move(board:chopping) → move(hand)
P05-20240426-085333,P05,rare_transition,low,move(hand) → take(board:chopping) seen in only 14% of sessions,move(hand) → take(board:chopping)
P05-20240426-085333,P05,rare_transition,low,take(board:chopping) → put(board:chopping) seen in only 14% of sessions,take(board:chopping) → put(board:chopping)
P05-20240426-085333,P05,rare_transition,low,put(board:chopping) → take(cup) seen in only 14% of sessions,put(board:chopping) → take(cup)
P05-20240426-085333,P05,rare_transition,low,take(cup) → close(drawer) seen in only 14% of sessions,take(cup) → close(drawer)
P05-20240426-085333,P05,rare_transition,low,close(drawer) → open(drawer) seen in only 14% of sessions,close(drawer) → open(drawer)
P05-20240426-085333,P05,rare_transition,low,open(drawer) → put(cup) seen in only 14% of sessions,open(drawer) → put(cup)
P05-20240426-085333,P05,rare_transition,low,put(cup) → take(cup) seen in only 14% of sessions,put(cup) → take(cup)
P05-20240426-085333,P05,rare_transition,low,put(cup) → take(cup) seen in only 14% of sessions,put(cup) → take(cup)
P05-20240426-085333,P05,rare_transition,low,put(cup) → take(bowl) seen in only 14% of sessions,put(cup) → take(bowl)
P05-20240426-085333,P05,rare_transition,low,take(bowl) → move(bowl) seen in only 14% of sessions,take(bowl) → move(bowl)
P05-20240426-085333,P05,rare_transition,low,move(bowl) → take(cup) seen in only 14% of sessions,move(bowl) → take(cup)
P05-20240426-085333,P05,rare_transition,low,take(cup) → move(cup) seen in only 14% of sessions,take(cup) → move(cup)
P05-20240426-085333,P05,rare_transition,low,move(cup) → adjust(cup) seen in only 14% of sessions,move(cup) → adjust(cup)
P05-20240426-085333,P05,rare_transition,low,adjust(cup) → take(plate) seen in only 14% of sessions,adjust(cup) → take(plate)
P05-20240426-085333,P05,rare_transition,low,take(plate) → move(plate) seen in only 14% of sessions,take(plate) → move(plate)
P05-20240426-085333,P05,rare_transition,low,move(plate) → take(plate) seen in only 14% of sessions,move(plate) → take(plate)
P05-20240426-085333,P05,rare_transition,low,take(plate) → take(board:chopping) seen in only 14% of sessions,take(plate) → take(board:chopping)
P05-20240426-085333,P05,rare_transition,low,take(board:chopping) → shake(water) seen in only 14% of sessions,take(board:chopping) → shake(water)
P05-20240426-085333,P05,rare_transition,low,shake(water) → open(drawer) seen in only 14% of sessions,shake(water) → open(drawer)
P05-20240426-085333,P05,rare_transition,low,open(drawer) → put(board:chopping) seen in only 14% of sessions,open(drawer) → put(board:chopping)
P05-20240426-085333,P05,rare_transition,low,put(board:chopping) → close(drawer) seen in only 14% of sessions,put(board:chopping) → close(drawer)
P05-20240426-085333,P05,rare_transition,low,close(drawer) → dry(hand) seen in only 14% of sessions,close(drawer) → dry(hand)
P05-20240426-085333,P05,rare_transition,low,dry(hand) → take(knife) seen in only 14% of sessions,dry(hand) → take(knife)
P05-20240426-085333,P05,rare_transition,low,take(knife) → take(knife) seen in only 14% of sessions,take(knife) → take(knife)
P05-20240426-085333,P05,rare_transition,low,take(knife) → open(drawer) seen in only 14% of sessions,take(knife) → open(drawer)
P05-20240426-085333,P05,rare_transition,low,put(knife) → close(drawer) seen in only 14% of sessions,put(knife) → close(drawer)
P05-20240426-085333,P05,rare_transition,low,close(cupboard) → open(drawer) seen in only 14% of sessions,close(cupboard) → open(drawer)
P05-20240426-085333,P05,rare_transition,low,open(microwave) → move(spoon) seen in only 14% of sessions,open(microwave) → move(spoon)
P05-20240426-085333,P05,rare_transition,low,move(spoon) → open(cupboard) seen in only 14% of sessions,move(spoon) → open(cupboard)
P05-20240426-085333,P05,rare_transition,low,open(cupboard) → mix(oatmeal) seen in only 14% of sessions,open(cupboard) → mix(oatmeal)
P05-20240426-085333,P05,rare_transition,low,shake(oatmeal) → close(cupboard) seen in only 14% of sessions,shake(oatmeal) → close(cupboard)
P05-20240426-085333,P05,rare_transition,low,close(cupboard) → eat(spoon) seen in only 14% of sessions,close(cupboard) → eat(spoon)
P05-20240426-085333,P05,rare_transition,low,eat(spoon) → add(alarm) seen in only 14% of sessions,eat(spoon) → add(alarm)
P05-20240426-085333,P05,rare_transition,low,add(alarm) → take(plate) seen in only 14% of sessions,add(alarm) → take(plate)
P05-20240426-085333,P05,rare_transition,low,put(plate) → take(glass) seen in only 14% of sessions,put(plate) → take(glass)
P05-20240426-085333,P05,rare_transition,low,put(glass) → take(banana) seen in only 14% of sessions,put(glass) → take(banana)
P05-20240426-085333,P05,rare_transition,low,take(banana) → break(banana) seen in only 14% of sessions,take(banana) → break(banana)
P05-20240426-085333,P05,rare_transition,low,break(banana) → put(banana) seen in only 14% of sessions,break(banana) → put(banana)
P05-20240426-085333,P05,rare_transition,low,put(banana) → move(leaf) seen in only 14% of sessions,put(banana) → move(leaf)
P05-20240426-085333,P05,rare_transition,low,move(leaf) → move(spoon) seen in only 14% of sessions,move(leaf) → move(spoon)
P05-20240426-085333,P05,rare_transition,low,move(spoon) → open(cupboard) seen in only 14% of sessions,move(spoon) → open(cupboard)
P05-20240426-085333,P05,rare_transition,low,open(cupboard) → take(knife) seen in only 14% of sessions,open(cupboard) → take(knife)
P05-20240426-085333,P05,rare_transition,low,take(knife) → close(drawer) seen in only 14% of sessions,take(knife) → close(drawer)
P05-20240426-085333,P05,rare_transition,low,close(drawer) → move(knife) seen in only 14% of sessions,close(drawer) → move(knife)
P05-20240426-085333,P05,rare_transition,low,move(knife) → take(banana) seen in only 14% of sessions,move(knife) → take(banana)
P05-20240426-085333,P05,rare_transition,low,take(banana) → cut(rest) seen in only 14% of sessions,take(banana) → cut(rest)
P05-20240426-085333,P05,rare_transition,low,cut(rest) → peel(skin) seen in only 14% of sessions,cut(rest) → peel(skin)
P05-20240426-085333,P05,rare_transition,low,peel(skin) → cut(rest) seen in only 14% of sessions,peel(skin) → cut(rest)
P05-20240426-085333,P05,rare_transition,low,cut(rest) → peel(skin) seen in only 14% of sessions,cut(rest) → peel(skin)
P05-20240426-085333,P05,rare_transition,low,move(skin) → put(knife) seen in only 14% of sessions,move(skin) → put(knife)
P05-20240426-085333,P05,rare_transition,low,put(knife) → open(lid) seen in only 14% of sessions,put(knife) → open(lid)
P05-20240426-085333,P05,rare_transition,low,open(lid) → throw(skin) seen in only 14% of sessions,open(lid) → throw(skin)
P05-20240426-085333,P05,rare_transition,low,throw(skin) → close(lid) seen in only 14% of sessions,throw(skin) → close(lid)
P05-20240426-085333,P05,rare_transition,low,close(lid) → take(spoon) seen in only 14% of sessions,close(lid) → take(spoon)
P05-20240426-085333,P05,rare_transition,low,take(spoon) → open(microwave) seen in only 14% of sessions,take(spoon) → open(microwave)
P05-20240426-085333,P05,rare_transition,low,open(microwave) → mix(oatmeal) seen in only 14% of sessions,open(microwave) → mix(oatmeal)
P05-20240426-085333,P05,rare_transition,low,shake(oatmeal) → close(cupboard) seen in only 14% of sessions,shake(oatmeal) → close(cupboard)
P05-20240426-085333,P05,rare_transition,low,close(cupboard) → add(alarm) seen in only 14% of sessions,close(cupboard) → add(alarm)
P05-20240426-085333,P05,rare_transition,low,add(alarm) → eat(spoon) seen in only 14% of sessions,add(alarm) → eat(spoon)
P05-20240426-085333,P05,rare_transition,low,put(spoon) → take(banana) seen in only 14% of sessions,put(spoon) → take(banana)
P05-20240426-085333,P05,rare_transition,low,take(banana) → cut(banana) seen in only 14% of sessions,take(banana) → cut(banana)
P05-20240426-085333,P05,rare_transition,low,turn-off(tap) → shake(hand) seen in only 14% of sessions,turn-off(tap) → shake(hand)
P05-20240426-085333,P05,rare_transition,low,shake(hand) → dry(hand) seen in only 14% of sessions,shake(hand) → dry(hand)
P05-20240426-085333,P05,rare_transition,low,dry(hand) → take(knife) seen in only 14% of sessions,dry(hand) → take(knife)
P05-20240426-085333,P05,rare_transition,low,take(knife) → open(cupboard) seen in only 14% of sessions,take(knife) → open(cupboard)
P05-20240426-085333,P05,rare_transition,low,open(cupboard) → pull(drawer) seen in only 14% of sessions,open(cupboard) → pull(drawer)
P05-20240426-085333,P05,rare_transition,low,pull(drawer) → put(knife) seen in only 14% of sessions,pull(drawer) → put(knife)
P05-20240426-085333,P05,rare_transition,low,put(knife) → close(drawer) seen in only 14% of sessions,put(knife) → close(drawer)
P05-20240426-085333,P05,rare_transition,low,close(cupboard) → add(alarm) seen in only 14% of sessions,close(cupboard) → add(alarm)
P05-20240426-085333,P05,rare_transition,low,add(alarm) → take(spoon) seen in only 14% of sessions,add(alarm) → take(spoon)
P05-20240426-085333,P05,rare_transition,low,take(spoon) → move(spoon) seen in only 14% of sessions,take(spoon) → move(spoon)
P05-20240426-085333,P05,rare_transition,low,move(spoon) → open(cupboard) seen in only 14% of sessions,move(spoon) → open(cupboard)
P05-20240426-085333,P05,rare_transition,low,shake(oatmeal) → take(bowl) seen in only 14% of sessions,shake(oatmeal) → take(bowl)
P05-20240426-085333,P05,rare_transition,low,put(bowl) → shake(oatmeal) seen in only 14% of sessions,put(bowl) → shake(oatmeal)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,take(knife)
P05-20240426-091011,P05,omission,critical,Missing from session; present in ≥80% of sessions,open(drawer)
P05-20240426-091011,P05,omission,critical,Missing from session; present in ≥80% of sessions,turn-on(scale)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,move(glass)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,put(scale)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,move(oatmeal)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,turn-off(tap)
P05-20240426-091011,P05,omission,critical,Missing from session; present in ≥80% of sessions,turn-off(scale)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,press(button)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,turn-on(tap)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,take(glass)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,take(scale)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,take(oatmeal)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,put(knife)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,put(glass)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,put(plate)
P05-20240426-091011,P05,omission,critical,Missing from session; present in ≥80% of sessions,close(drawer)
P05-20240426-091011,P05,omission,moderate,Missing from session; present in ≥50% of sessions,take(plate)
P05-20240426-091011,P05,oscillation,moderate,take(package) → put(package) → take(package) at position 12 (span=6.0s),take(package) ↔ put(package)
P05-20240426-091011,P05,oscillation,moderate,put(package) → take(package) → put(package) at position 13 (span=5.8s),put(package) ↔ take(package)
P05-20240426-091011,P05,oscillation,moderate,take(package) → put(package) → take(package) at position 14 (span=7.5s),take(package) ↔ put(package)
P05-20240426-091011,P05,rare_transition,low,shake(oatmeal) → eat(oatmeal) seen in only 14% of sessions,shake(oatmeal) → eat(oatmeal)
P05-20240426-091011,P05,rare_transition,low,eat(oatmeal) → put(spoon) seen in only 14% of sessions,eat(oatmeal) → put(spoon)
P05-20240426-091011,P05,rare_transition,low,close(cupboard) → remove(alarm) seen in only 14% of sessions,close(cupboard) → remove(alarm)
P05-20240426-091011,P05,rare_transition,low,remove(alarm) → turn-on(microwave) seen in only 14% of sessions,remove(alarm) → turn-on(microwave)
P05-20240426-091011,P05,rare_transition,low,turn-on(microwave) → add(alarm) seen in only 14% of sessions,turn-on(microwave) → add(alarm)
P05-20240426-091011,P05,rare_transition,low,add(alarm) → take(package) seen in only 14% of sessions,add(alarm) → take(package)
P05-20240426-091011,P05,rare_transition,low,put(package) → take(package) seen in only 14% of sessions,put(package) → take(package)
P05-20240426-091011,P05,rare_transition,low,put(package) → take(package) seen in only 14% of sessions,put(package) → take(package)
P05-20240426-091011,P05,rare_transition,low,take(package) → flip(package) seen in only 14% of sessions,take(package) → flip(package)
P05-20240426-091011,P05,rare_transition,low,flip(package) → put(package) seen in only 14% of sessions,flip(package) → put(package)
P05-20240426-091011,P05,rare_transition,low,put(package) → take(spoon) seen in only 14% of sessions,put(package) → take(spoon)
P05-20240426-091011,P05,rare_transition,low,take(spoon) → open(cupboard) seen in only 14% of sessions,take(spoon) → open(cupboard)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,take(knife)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,move(glass)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,shake(oatmeal)
P05-20240426-092000,P05,omission,critical,Missing from session; present in ≥80% of sessions,put(oatmeal)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,move(oatmeal)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,turn-off(tap)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,press(button)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,turn-on(tap)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,take(glass)
P05-20240426-092000,P05,omission,critical,Missing from session; present in ≥80% of sessions,open(cupboard)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,take(oatmeal)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,put(knife)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,put(glass)
P05-20240426-092000,P05,omission,moderate,Missing from session; present in ≥50% of sessions,put(plate)
P05-20240426-092000,P05,rare_transition,low,mix(oatmeal) → take(bowl) seen in only 14% of sessions,mix(oatmeal) → take(bowl)
P05-20240426-092000,P05,rare_transition,low,turn-on(scale) → lift(plate) seen in only 14% of sessions,turn-on(scale) → lift(plate)
P05-20240426-092000,P05,rare_transition,low,lift(plate) → take(spoon) seen in only 14% of sessions,lift(plate) → take(spoon)
P05-20240426-092000,P05,rare_transition,low,take(spoon) → eat(spoon) seen in only 14% of sessions,take(spoon) → eat(spoon)
P05-20240426-092000,P05,rare_transition,low,eat(spoon) → turn-on(scale) seen in only 14% of sessions,eat(spoon) → turn-on(scale)
P05-20240426-092000,P05,rare_transition,low,turn-on(scale) → scrape(banana) seen in only 14% of sessions,turn-on(scale) → scrape(banana)
P05-20240426-092000,P05,rare_transition,low,scrape(banana) → put(spoon) seen in only 14% of sessions,scrape(banana) → put(spoon)
P05-20240426-092000,P05,rare_transition,low,put(spoon) → take(package) seen in only 14% of sessions,put(spoon) → take(package)
P05-20240426-092000,P05,rare_transition,low,take(package) → pour(raisin) seen in only 14% of sessions,take(package) → pour(raisin)
P05-20240426-092000,P05,rare_transition,low,pour(raisin) → shake(bag) seen in only 14% of sessions,pour(raisin) → shake(bag)
P05-20240426-092000,P05,rare_transition,low,shake(bag) → fold(bag) seen in only 14% of sessions,shake(bag) → fold(bag)
P05-20240426-092000,P05,rare_transition,low,fold(bag) → put(bag) seen in only 14% of sessions,fold(bag) → put(bag)
P05-20240426-092000,P05,rare_transition,low,put(bag) → take(package) seen in only 14% of sessions,put(bag) → take(package)
P05-20240426-092000,P05,rare_transition,low,take(package) → remove(rubber) seen in only 14% of sessions,take(package) → remove(rubber)
P05-20240426-092000,P05,rare_transition,low,remove(rubber) → open(package) seen in only 14% of sessions,remove(rubber) → open(package)
P05-20240426-092000,P05,rare_transition,low,open(package) → cut(hand) seen in only 14% of sessions,open(package) → cut(hand)
P05-20240426-092000,P05,rare_transition,low,cut(hand) → pour(raisin) seen in only 14% of sessions,cut(hand) → pour(raisin)
P05-20240426-092000,P05,rare_transition,low,pour(raisin) → wrap(rubber) seen in only 14% of sessions,pour(raisin) → wrap(rubber)
P05-20240426-092000,P05,rare_transition,low,wrap(rubber) → put(rest) seen in only 14% of sessions,wrap(rubber) → put(rest)
P05-20240426-092000,P05,rare_transition,low,put(rest) → put(raisin) seen in only 14% of sessions,put(rest) → put(raisin)
P05-20240426-092000,P05,rare_transition,low,take(nut) → press(scale) seen in only 14% of sessions,take(nut) → press(scale)
P05-20240426-092000,P05,rare_transition,low,press(scale) → pour(corn) seen in only 14% of sessions,press(scale) → pour(corn)
P05-20240426-092000,P05,rare_transition,low,pour(corn) → squeeze(package) seen in only 14% of sessions,pour(corn) → squeeze(package)
P05-20240426-092000,P05,rare_transition,low,squeeze(package) → pull(food) seen in only 14% of sessions,squeeze(package) → pull(food)
P05-20240426-092000,P05,rare_transition,low,pull(food) → shake(corn) seen in only 14% of sessions,pull(food) → shake(corn)
P05-20240426-092000,P05,rare_transition,low,shake(corn) → put(nut) seen in only 14% of sessions,shake(corn) → put(nut)
P05-20240426-092000,P05,rare_transition,low,turn-off(scale) → take(spoon) seen in only 14% of sessions,turn-off(scale) → take(spoon)
P05-20240426-092000,P05,rare_transition,low,take(spoon) → put(bowl) seen in only 14% of sessions,take(spoon) → put(bowl)
P05-20240426-092000,P05,rare_transition,low,close(cupboard) → take(plate) seen in only 14% of sessions,close(cupboard) → take(plate)
